item_number,description,tw_retail_price,tw_reseller_price,product_status,category,replacement_model,weight_kg,origin_country,search_text
FF1E2211,"BAHCO 1/2"" 氣動套筒組21件組 含收納泡棉",10960,0,Current,BAHCO 套筒系列,,0,,"FF1E2211 BAHCO 1/2"" 氣動套筒組21件組 含收納泡棉 BAHCO 套筒系列"
FF1E2213,"BAHCO 1/2"" 氣動加長套筒組15件組 含收納泡棉",8640,0,Current,BAHCO 套筒系列,,0,,"FF1E2213 BAHCO 1/2"" 氣動加長套筒組15件組 含收納泡棉 BAHCO 套筒系列"
FF1E3009EH,BAHCO 梅開扳手11件組 含收納泡棉,4080,0,Current,BAHCO 扳手系列,,0,,FF1E3009EH BAHCO 梅開扳手11件組 含收納泡棉 BAHCO 扳手系列
FF1E4002,BAHCO 彈簧鉗子4件組 含收納泡棉,4640,0,Current,BAHCO 鉗子系列,,0,,FF1E4002 BAHCO 彈簧鉗子4件組 含收納泡棉 BAHCO 鉗子系列
FF1E5007,BAHCO 活動扳手 管鉗3件組 含收納泡棉,5680,0,Current,BAHCO 扳手系列,,0,,FF1E5007 BAHCO 活動扳手 管鉗3件組 含收納泡棉 BAHCO 扳手系列
FF1E5010EH,BAHCO 錘子 中心沖 衝擊起子23件組 含收納泡棉,3360,0,Current,BAHCO 工具套組,,0,,FF1E5010EH BAHCO 錘子 中心沖 衝擊起子23件組 含收納泡棉 BAHCO 工具套組
FF1E5011EH,BAHCO 中心錐 鉤具刀組 11件組,3520,0,Current,BAHCO 工具套組,,0,,FF1E5011EH BAHCO 中心錐 鉤具刀組 11件組 BAHCO 工具套組
FF1F3005,BAHCO 棘輪扳手15件套組,10740,0,Current,BAHCO 工具套組,,0,,FF1F3005 BAHCO 棘輪扳手15件套組 BAHCO 工具套組
FF80A,"Snap-on  三分 3/8"" 標準活動頭棘輪扳手",6950,0,Current,Snap-on 扳手系列,,0,,"FF80A Snap-on  三分 3/8"" 標準活動頭棘輪扳手 Snap-on 扳手系列"
FH80,"Snap-on 三分 3/8"" Dual 80® Technology 專利80",7000,0,Current,Snap-on 扭力扳手,,0,,"FH80 Snap-on 三分 3/8"" Dual 80® Technology 專利80 Snap-on 扭力扳手"
FH80MP,"Snap-on 3/8"" 三分 專利80齒 軟把 多角度扭力扳手",8000,0,Current,Snap-on 扭力扳手,,0,,"FH80MP Snap-on 3/8"" 三分 專利80齒 軟把 多角度扭力扳手 Snap-on 扭力扳手"
FH80MPDT,"Snap-on 3/8"" 三分 專利80齒 軟把 多角度扭力扳手 鈦色",8550,0,Current,Snap-on 扭力扳手,,0,,"FH80MPDT Snap-on 3/8"" 三分 專利80齒 軟把 多角度扭力扳手 鈦色 Snap-on 扭力扳手"
FHBB12AO,"Snap-on 三分 13"" 軟柄接桿 橘色",4375,0,Current,Snap-on 扳手系列,,0,,"FHBB12AO Snap-on 三分 13"" 軟柄接桿 橘色 Snap-on 扳手系列"
FHBB18A,"Snap-on 三分 17-1/2"" 軟柄接桿 紅色",4950,0,Current,Snap-on 扳手系列,,0,,"FHBB18A Snap-on 三分 17-1/2"" 軟柄接桿 紅色 Snap-on 扳手系列"
FHBF80A,"Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手",8050,0,Current,Snap-on 扳手系列,,0,,"FHBF80A Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手 Snap-on 扳手系列"
FHCLF72RO,"Snap-on 3/8""  Drive Dual 80® 長柄可彎頭棘輪扳手 橘",0,0,Current,Snap-on 扳手系列,,0,,"FHCLF72RO Snap-on 3/8""  Drive Dual 80® 長柄可彎頭棘輪扳手 橘 Snap-on 扳手系列"
FHCNF72,"Snap-on  三分 3/8"" 軟握把賓士頭棘輪扳手(精巧型)",0,0,Current,Snap-on 扳手系列,,0,,"FHCNF72 Snap-on  三分 3/8"" 軟握把賓士頭棘輪扳手(精巧型) Snap-on 扳手系列"
FHCNF72O,"Snap-on 3/8"" 精巧型圓頭軟握柄萬向棘輪扳手（橘色）",0,0,Current,Snap-on 扳手系列,,0,,"FHCNF72O Snap-on 3/8"" 精巧型圓頭軟握柄萬向棘輪扳手（橘色） Snap-on 扳手系列"
FHCNFD72P,"Snap-on 3/8"" 三分 72齒 旋轉圓頭棘輪扳手 粉",6800,0,Current,Snap-on 扳手系列,,0,,"FHCNFD72P Snap-on 3/8"" 三分 72齒 旋轉圓頭棘輪扳手 粉 Snap-on 扳手系列"
FHD80MPDT,"Snap-on 3/8"" 80® 多段式棘輪扳手 深鈦色",8350,0,Current,Snap-on 扳手系列,,0,,"FHD80MPDT Snap-on 3/8"" 80® 多段式棘輪扳手 深鈦色 Snap-on 扳手系列"
FHD80MPP,"Snap-on 3/8""  三分 80齒 多角度調整型棘輪扳手 粉",8800,0,Current,Snap-on 扳手系列,,0,,"FHD80MPP Snap-on 3/8""  三分 80齒 多角度調整型棘輪扳手 粉 Snap-on 扳手系列"
FHLF80A,"Snap-on  三分 3/8"" 軟握把加長活動頭棘輪扳手",7200,0,Current,Snap-on 扳手系列,,0,,"FHLF80A Snap-on  三分 3/8"" 軟握把加長活動頭棘輪扳手 Snap-on 扳手系列"
FHLLX80,"Snap-on 3/8"" Dual 80®三分軟柄加長鎖頭活動棘輪扳手（紅色）",0,0,Current,Snap-on 扳手系列,,0,,"FHLLX80 Snap-on 3/8"" Dual 80®三分軟柄加長鎖頭活動棘輪扳手（紅色） Snap-on 扳手系列"
FHLX80B,"Snap-on  三分 3/8"" 軟握把加長棘輪扳手 紅色",0,0,Current,Snap-on 扳手系列,,0,,"FHLX80B Snap-on  三分 3/8"" 軟握把加長棘輪扳手 紅色 Snap-on 扳手系列"
FHNFD100P,"Snap-on 3/8"" 三分 100齒 旋轉圓頭棘輪扳手 粉",8300,0,Current,Snap-on 扳手系列,,0,,"FHNFD100P Snap-on 3/8"" 三分 100齒 旋轉圓頭棘輪扳手 粉 Snap-on 扳手系列"
FHOM13B,Snap-on 13mm Flank Drive® 萬向頭/開口扳手,3150,0,Current,Snap-on 扳手系列,,0,,FHOM13B Snap-on 13mm Flank Drive® 萬向頭/開口扳手 Snap-on 扳手系列
FHR80,"Snap-on 3/8"" Drive Dual 80® 軟柄快釋棘輪扳手",9650,0,Current,Snap-on 扳手系列,,0,,"FHR80 Snap-on 3/8"" Drive Dual 80® 軟柄快釋棘輪扳手 Snap-on 扳手系列"
FHRX80A,"3/8"" Drive Dual 80® Technology Soft Grip",9650,0,Current,Snap-on 扳手系列,,0,,"FHRX80A 3/8"" Drive Dual 80® Technology Soft Grip Snap-on 扳手系列"
FHWLSCRWDR-R,Snap-on 原廠精品 一字起子掛飾,0,0,Current,Snap-on 周邊,,0,,FHWLSCRWDR-R Snap-on 原廠精品 一字起子掛飾 Snap-on 周邊
FHX80B,"Snap-on 三分 3/8"" 軟握柄 可鎖定活動頭棘輪扳手 紅色",0,0,Current,Snap-on 扳手系列,,0,,"FHX80B Snap-on 三分 3/8"" 軟握柄 可鎖定活動頭棘輪扳手 紅色 Snap-on 扳手系列"
FJ175,Snap-on 1.75頓 千斤頂 鋁製,44500,0,Current,Snap-on 設備,,0,,FJ175 Snap-on 1.75頓 千斤頂 鋁製 Snap-on 設備
FKF80A,"Snap-on 3/8"" 專利80齒 三分短柄棘輪扳手 活動頭",6350,0,Current,Snap-on 扳手系列,,0,,"FKF80A Snap-on 3/8"" 專利80齒 三分短柄棘輪扳手 活動頭 Snap-on 扳手系列"
FL100,"Snap-on 3/8"" Cynergy™長柄棘輪扳手",6000,0,Current,Snap-on 扳手系列,,0,,"FL100 Snap-on 3/8"" Cynergy™長柄棘輪扳手 Snap-on 扳手系列"
FLE100A,"Snap-on 3/8"" TORX® E10淺套筒",750,0,Current,Snap-on 套筒系列,,0,,"FLE100A Snap-on 3/8"" TORX® E10淺套筒 Snap-on 套筒系列"
FLE120A,"Snap-on 3/8"" TORX® E12淺套筒",1500,0,Current,Snap-on 套筒系列,,0,,"FLE120A Snap-on 3/8"" TORX® E12淺套筒 Snap-on 套筒系列"
FLE140A,"Snap-on 3/8"" TORX® E14淺套筒",2250,0,Current,Snap-on 套筒系列,,0,,"FLE140A Snap-on 3/8"" TORX® E14淺套筒 Snap-on 套筒系列"
FLEXBITHLDR,Snap-on 可彎式磁性起子頭收納架 (紅色),0,0,Current,Snap-on 工具套組,,0,,FLEXBITHLDR Snap-on 可彎式磁性起子頭收納架 (紅色) Snap-on 工具套組
FLEXCANHLDR,Snap-on 磁鐵吸盤 (3PK),1810,0,Current,Snap-on 周邊,,0,,FLEXCANHLDR Snap-on 磁鐵吸盤 (3PK) Snap-on 周邊
FLEXCLIPSM,Snap-on 小型彈性工具夾 2入 (紅色),0,0,Current,Snap-on 其他工具,,0,,FLEXCLIPSM Snap-on 小型彈性工具夾 2入 (紅色) Snap-on 其他工具
FLEXCLIPSMBK,Snap-on 彈性工具夾 1入 (黑色),0,0,Current,Snap-on 其他工具,,0,,FLEXCLIPSMBK Snap-on 彈性工具夾 1入 (黑色) Snap-on 其他工具
FLEXMAT,Snap-on 磁鐵吸盤 紅色 (掛式),2010,0,Current,Snap-on 周邊,,0,,FLEXMAT Snap-on 磁鐵吸盤 紅色 (掛式) Snap-on 周邊
FLEXPBARHLDR,Snap-on 可彎式磁性撬棒收納架 (2 入裝),0,0,Current,Snap-on 其他工具,,0,,FLEXPBARHLDR Snap-on 可彎式磁性撬棒收納架 (2 入裝) Snap-on 其他工具
FLEXPBARHLDRBK,Snap-on 可彎式磁性撬棒收納架 黑 (2 入裝),0,0,Current,Snap-on 其他工具,,0,,FLEXPBARHLDRBK Snap-on 可彎式磁性撬棒收納架 黑 (2 入裝) Snap-on 其他工具
FLEXSDRVHLDR,(停用)Snap-on 磁鐵吸盤 起子用,1850,0,Current,Snap-on 周邊,,0,,FLEXSDRVHLDR (停用)Snap-on 磁鐵吸盤 起子用 Snap-on 周邊
FLEXSDVRHLDR,Snap-on 磁鐵吸盤 起子用,1850,0,Current,Snap-on 周邊,,0,,FLEXSDVRHLDR Snap-on 磁鐵吸盤 起子用 Snap-on 周邊
FLEXWRNCHLDR,Snap-on 可彎式磁性扳手收納架 (紅色),0,0,Current,Snap-on 其他工具,,0,,FLEXWRNCHLDR Snap-on 可彎式磁性扳手收納架 (紅色) Snap-on 其他工具
FLF100,Snap-on Cynergy™ 加長棘輪扳手 活動頭,6800,0,Current,Snap-on 扳手系列,,0,,FLF100 Snap-on Cynergy™ 加長棘輪扳手 活動頭 Snap-on 扳手系列
FLF80A,"Snap-on 3/8"" 80®長柄棘輪扳手",6650,0,Current,Snap-on 扳手系列,,0,,"FLF80A Snap-on 3/8"" 80®長柄棘輪扳手 Snap-on 扳手系列"
FLLF100,Snap-on Cynergy™ 特長棘輪扳手 活動頭,7950,0,Current,Snap-on 扳手系列,,0,,FLLF100 Snap-on Cynergy™ 特長棘輪扳手 活動頭 Snap-on 扳手系列
FLLF80,"Snap-on 3/8""Drive Dual 80® 特長手柄活動頭棘輪扳手",0,0,Current,Snap-on 扳手系列,,0,,"FLLF80 Snap-on 3/8""Drive Dual 80® 特長手柄活動頭棘輪扳手 Snap-on 扳手系列"
FLLX80,"Snap-on 3/8"" 三分 專利80齒 特長棘輪扳手 (活動頭)",9300,0,Current,Snap-on 扳手系列,,0,,"FLLX80 Snap-on 3/8"" 三分 專利80齒 特長棘輪扳手 (活動頭) Snap-on 扳手系列"
FM10,"Snap-on 3/8"" 10mm 12角 Flank Drive® 淺套筒",800,0,Current,Snap-on 套筒系列,,0,,"FM10 Snap-on 3/8"" 10mm 12角 Flank Drive® 淺套筒 Snap-on 套筒系列"
FM21,"Snap-on 3/8"" 三分 12角 短套筒 21mm",0,0,Current,Snap-on 套筒系列,,0,,"FM21 Snap-on 3/8"" 三分 12角 短套筒 21mm Snap-on 套筒系列"
FM22,"Snap-on 3/8"" 三分 12角 短套筒 22mm",0,0,Current,Snap-on 套筒系列,,0,,"FM22 Snap-on 3/8"" 三分 12角 短套筒 22mm Snap-on 套筒系列"
FMBLPB202,Snap-on 12件式鉗子組泡棉 for PB202B (不含箱子、鉗子),1100,0,Current,Snap-on 其他工具,,0,,FMBLPB202 Snap-on 12件式鉗子組泡棉 for PB202B (不含箱子、鉗子) Snap-on 其他工具
FMLDPB202GY,Snap-on 泡棉 Foam Lid for PB202 GRAY,0,0,Current,Snap-on 周邊,,0,,FMLDPB202GY Snap-on 泡棉 Foam Lid for PB202 GRAY Snap-on 周邊
FMS10,"Snap-on 3/8"" 三分 12角 中長套筒 10mm",1050,0,Current,Snap-on 套筒系列,,0,,"FMS10 Snap-on 3/8"" 三分 12角 中長套筒 10mm Snap-on 套筒系列"
FMSRPCR112GY,泡棉 FOR SRPCR112 GRAY,0,0,Current,Snap-on 周邊,,0,,FMSRPCR112GY 泡棉 FOR SRPCR112 GRAY Snap-on 周邊
FNF100,"Snap-on  三分 3/8"" 可擺頭 賓士頭棘輪扳手",0,0,Current,Snap-on 扳手系列,,0,,"FNF100 Snap-on  三分 3/8"" 可擺頭 賓士頭棘輪扳手 Snap-on 扳手系列"
FP22E,Snap-on 十字頭 #2 PHILLIPS,1430,0,Current,Snap-on 套筒系列,,0,,FP22E Snap-on 十字頭 #2 PHILLIPS Snap-on 套筒系列
FP22E2,Snap-on #2 PHILLIPS®起子頭,750,0,Current,Snap-on 零件,,0,,FP22E2 Snap-on #2 PHILLIPS®起子頭 Snap-on 零件
FP32E,"Snap-on 3/8"" #3 PHILLIPS®起子頭套筒",1600,0,Current,Snap-on 起子系列,,0,,"FP32E Snap-on 3/8"" #3 PHILLIPS®起子頭套筒 Snap-on 起子系列"
FP32E2,Snap-on 十字頭 #3 PHILLIPS FP32E2,550,0,Current,Snap-on 零件,,0,,FP32E2 Snap-on 十字頭 #3 PHILLIPS FP32E2 Snap-on 零件
FPD22E,"3/8"" Drive #2 Pozidriv® Tip Bit Socket D",0,0,Current,Snap-on 套筒系列,,0,,"FPD22E 3/8"" Drive #2 Pozidriv® Tip Bit Socket D Snap-on 套筒系列"
FPD22E2,Snap-on 十字頭 #2 Pozidriv,550,0,Current,Snap-on 零件,,0,,FPD22E2 Snap-on 十字頭 #2 Pozidriv Snap-on 零件
FR80,"Snap-on 3/8""專利80齒 標準快脫棘輪扳手",5900,0,Current,Snap-on 扳手系列,,0,,"FR80 Snap-on 3/8""專利80齒 標準快脫棘輪扳手 Snap-on 扳手系列"
FRDHM13,"Snap-on 3/8"" 13mm 12角 標準扭力轉接頭",1400,0,Current,Snap-on 扳手系列,,0,,"FRDHM13 Snap-on 3/8"" 13mm 12角 標準扭力轉接頭 Snap-on 扳手系列"
FRES10,"Snap-on 3/8""驅動 5/16""六角花鍵扭力轉接器",2150,0,Current,Snap-on 其他工具,,0,,"FRES10 Snap-on 3/8""驅動 5/16""六角花鍵扭力轉接器 Snap-on 其他工具"
FRES12,"Snap-on 3/8""驅動 3/8""六角花鍵扭力轉接器",2150,0,Current,Snap-on 其他工具,,0,,"FRES12 Snap-on 3/8""驅動 3/8""六角花鍵扭力轉接器 Snap-on 其他工具"
FRES14,"Snap-on 3/8""驅動 7/16""六角花鍵扭力轉接器",2150,0,Current,Snap-on 其他工具,,0,,"FRES14 Snap-on 3/8""驅動 7/16""六角花鍵扭力轉接器 Snap-on 其他工具"
FRES7,"Snap-on 3/8""驅動7/32""六角花鍵扭力轉接器",2150,0,Current,Snap-on 其他工具,,0,,"FRES7 Snap-on 3/8""驅動7/32""六角花鍵扭力轉接器 Snap-on 其他工具"
FRES8,"Snap-on 3/8""驅動 1/4""六角花鍵扭力轉接器",2150,0,Current,Snap-on 其他工具,,0,,"FRES8 Snap-on 3/8""驅動 1/4""六角花鍵扭力轉接器 Snap-on 其他工具"
FRHM10,"Snap-on 三分 3/8"" 六角 10mm 油管鴨掌扳手",1050,0,Current,Snap-on 扳手系列,,0,,"FRHM10 Snap-on 三分 3/8"" 六角 10mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM11,"Snap-on 三分 3/8"" 六角 11mm 油管鴨掌扳手",1050,0,Current,Snap-on 扳手系列,,0,,"FRHM11 Snap-on 三分 3/8"" 六角 11mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM12,"Snap-on 三分 3/8"" 六角 12mm 油管鴨掌扳手",1050,0,Current,Snap-on 扳手系列,,0,,"FRHM12 Snap-on 三分 3/8"" 六角 12mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM13,"Snap-on 三分 3/8"" 六角 13mm 油管鴨掌扳手",1050,0,Current,Snap-on 扳手系列,,0,,"FRHM13 Snap-on 三分 3/8"" 六角 13mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM14,"Snap-on 三分 3/8"" 六角 14mm 油管鴨掌扳手",1200,0,Current,Snap-on 扳手系列,,0,,"FRHM14 Snap-on 三分 3/8"" 六角 14mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM15,"Snap-on 三分 3/8"" 六角 15mm 油管鴨掌扳手",1200,0,Current,Snap-on 扳手系列,,0,,"FRHM15 Snap-on 三分 3/8"" 六角 15mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM16,"Snap-on 三分 3/8"" 六角 16mm 油管鴨掌扳手",1200,0,Current,Snap-on 扳手系列,,0,,"FRHM16 Snap-on 三分 3/8"" 六角 16mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM17,"Snap-on 三分 3/8"" 六角 17mm 油管鴨掌扳手",1300,0,Current,Snap-on 扳手系列,,0,,"FRHM17 Snap-on 三分 3/8"" 六角 17mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM18,"Snap-on 三分 3/8"" 六角 18mm 油管鴨掌扳手",1300,0,Current,Snap-on 扳手系列,,0,,"FRHM18 Snap-on 三分 3/8"" 六角 18mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM19,"Snap-on 三分 3/8"" 六角 19mm 油管鴨掌扳手",1300,0,Current,Snap-on 扳手系列,,0,,"FRHM19 Snap-on 三分 3/8"" 六角 19mm 油管鴨掌扳手 Snap-on 扳手系列"
FRHM21,"Snap-on 三分 3/8"" 六角 21mm 油管鴨掌扳手",0,0,Current,Snap-on 扳手系列,,0,,"FRHM21 Snap-on 三分 3/8"" 六角 21mm 油管鴨掌扳手 Snap-on 扳手系列"
FRKF80A,"Snap-on 三分 3/8"" 80齒 極短快脫棘輪扳手 活動頭",0,0,Current,Snap-on 扳手系列,,0,,"FRKF80A Snap-on 三分 3/8"" 80齒 極短快脫棘輪扳手 活動頭 Snap-on 扳手系列"
FRLF80A,"Snap-on 三分 3/8"" Dual 80® Technology 專利80",7600,0,Current,Snap-on 扳手系列,,0,,"FRLF80A Snap-on 三分 3/8"" Dual 80® Technology 專利80 Snap-on 扳手系列"
FRLLF80,"Snap-on 3/8"" 三分 專利80齒  超長棘輪扳手 快拆",9450,0,Current,Snap-on 扳手系列,,0,,"FRLLF80 Snap-on 3/8"" 三分 專利80齒  超長棘輪扳手 快拆 Snap-on 扳手系列"
FRS70A,"Snap-on 3/8"" 驅動旋轉棘輪",1700,0,Current,Snap-on 零件,,0,,"FRS70A Snap-on 3/8"" 驅動旋轉棘輪 Snap-on 零件"
FRX281,"Snap-on 3/8"" 6角 SAE 7/8"" 擴口螺帽套筒",3650,0,Current,Snap-on 套筒系列,,0,,"FRX281 Snap-on 3/8"" 6角 SAE 7/8"" 擴口螺帽套筒 Snap-on 套筒系列"
FRX80A,"Snap-on 3/8"" 三分 專利80齒 棘輪扳手 可鎖定 FRX80A",8500,0,Current,Snap-on 扳手系列,,0,,"FRX80A Snap-on 3/8"" 三分 專利80齒 棘輪扳手 可鎖定 FRX80A Snap-on 扳手系列"
FRXM10,"Snap-on 3/8"" Flank Drive® 10mm六角螺帽扳手",2650,0,Current,Snap-on 套筒系列,,0,,"FRXM10 Snap-on 3/8"" Flank Drive® 10mm六角螺帽扳手 Snap-on 套筒系列"
FS-10,Bike-Lift 可調式前駐車架 紅,2750,0,Current,QB TOOLS,,0,,FS-10 Bike-Lift 可調式前駐車架 紅 QB TOOLS
FS-10B,Bike-Lift 可調式前駐車架 黑,2750,0,Current,QB TOOLS,,0,,FS-10B Bike-Lift 可調式前駐車架 黑 QB TOOLS
FS221,"Snap-on3/8"" 6角SAE 11/16""Flank Drive®短套筒",0,0,Current,Snap-on 套筒系列,,0,,"FS221 Snap-on3/8"" 6角SAE 11/16""Flank Drive®短套筒 Snap-on 套筒系列"
FSE140,"Snap-on 3/8"" 三分 TORX® E14 萬向套筒",0,0,Current,Snap-on 套筒系列,,0,,"FSE140 Snap-on 3/8"" 三分 TORX® E14 萬向套筒 Snap-on 套筒系列"
FSLF80,"Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手 活動頭",9450,0,Current,Snap-on 扳手系列,,0,,"FSLF80 Snap-on 3/8"" 三分 專利80齒 彎曲 棘輪扳手 活動頭 Snap-on 扳手系列"
FSM101,Snap-on 三分 6角 短套筒 10mm,950,0,Current,Snap-on 套筒系列,,0,,FSM101 Snap-on 三分 6角 短套筒 10mm Snap-on 套筒系列
FSM121,Snap-on 三分 6角 短套筒 12mm,900,0,Current,Snap-on 套筒系列,,0,,FSM121 Snap-on 三分 6角 短套筒 12mm Snap-on 套筒系列
FSM131,"Snap-on 3/8"" 6角 13mm Flank Drive®淺套筒",800,0,Current,Snap-on 套筒系列,,0,,"FSM131 Snap-on 3/8"" 6角 13mm Flank Drive®淺套筒 Snap-on 套筒系列"
FSM141,"Snap-on 3/8"" 6角 14mm淺套筒",1050,0,Current,Snap-on 套筒系列,,0,,"FSM141 Snap-on 3/8"" 6角 14mm淺套筒 Snap-on 套筒系列"
FSM151,"Snap-on 3/8"" 6角 15mm淺套筒",1050,0,Current,Snap-on 套筒系列,,0,,"FSM151 Snap-on 3/8"" 6角 15mm淺套筒 Snap-on 套筒系列"
FSM191,"Snap-on 3/8"" 6角 19mm 短套筒",950,0,Current,Snap-on 套筒系列,,0,,"FSM191 Snap-on 3/8"" 6角 19mm 短套筒 Snap-on 套筒系列"
FSM211,"Snap-on 3/8"" 6角 21mm 短套筒",1100,0,Current,Snap-on 套筒系列,,0,,"FSM211 Snap-on 3/8"" 6角 21mm 短套筒 Snap-on 套筒系列"
FSM221,"Snap-on 3/8"" 6角 22mm 短套筒",1200,0,Current,Snap-on 套筒系列,,0,,"FSM221 Snap-on 3/8"" 6角 22mm 短套筒 Snap-on 套筒系列"
FSM231,"Snap-on 3/8"" 6角 23mm 短套筒",1300,0,Current,Snap-on 套筒系列,,0,,"FSM231 Snap-on 3/8"" 6角 23mm 短套筒 Snap-on 套筒系列"
FSM241,"Snap-on 3/8"" 6角 24mm 短套筒",1300,0,Current,Snap-on 套筒系列,,0,,"FSM241 Snap-on 3/8"" 6角 24mm 短套筒 Snap-on 套筒系列"
FSMS10,"Snap-on 3/8"" 6角 10mm Flank Drive® 半深套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS10 Snap-on 3/8"" 6角 10mm Flank Drive® 半深套筒 Snap-on 套筒系列"
FSMS11,"Snap-on 3/8"" 六角 11mm Flank Drive® 中長套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS11 Snap-on 3/8"" 六角 11mm Flank Drive® 中長套筒 Snap-on 套筒系列"
FSMS12,"Snap-on 3/8"" 6角 12mm Flank Drive® 半深套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS12 Snap-on 3/8"" 6角 12mm Flank Drive® 半深套筒 Snap-on 套筒系列"
FSMS14,"Snap-on 3/8"" 6角 14mm Flank Drive® 中長套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS14 Snap-on 3/8"" 6角 14mm Flank Drive® 中長套筒 Snap-on 套筒系列"
FSMS15,"Snap-on 3/8"" 6角 15mm半深套筒",1250,0,Current,Snap-on 套筒系列,,0,,"FSMS15 Snap-on 3/8"" 6角 15mm半深套筒 Snap-on 套筒系列"
FSMS18,"Snap-on 3/8"" 6角 18mm Flank Drive® 半深套筒",1400,0,Current,Snap-on 套筒系列,,0,,"FSMS18 Snap-on 3/8"" 6角 18mm Flank Drive® 半深套筒 Snap-on 套筒系列"
FSMS8,"Snap-on 3/8"" 六角 8mm Flank Drive® 中長套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS8 Snap-on 3/8"" 六角 8mm Flank Drive® 中長套筒 Snap-on 套筒系列"
FSMS9,"Snap-on 3/8"" 六角 9mm Flank Drive® 中長套筒",1150,0,Current,Snap-on 套筒系列,,0,,"FSMS9 Snap-on 3/8"" 六角 9mm Flank Drive® 中長套筒 Snap-on 套筒系列"
FSUM13A,"Snap-on 3/8"" 三分 6角 13mm 萬向短套筒",0,0,Current,Snap-on 套筒系列,,0,,"FSUM13A Snap-on 3/8"" 三分 6角 13mm 萬向短套筒 Snap-on 套筒系列"
FTX25E,"Snap-on  3/8"" TORX® T25 星字起子套筒",1600,0,Current,Snap-on 起子系列,,0,,"FTX25E Snap-on  3/8"" TORX® T25 星字起子套筒 Snap-on 起子系列"
FTX27E,"Snap-on  3/8"" TORX® T27 星字起子套筒",1850,0,Current,Snap-on 起子系列,,0,,"FTX27E Snap-on  3/8"" TORX® T27 星字起子套筒 Snap-on 起子系列"
FTX27E2,Snap-on 零件 起子頭 T27 TORX,0,0,Current,Snap-on 起子系列,,0,,FTX27E2 Snap-on 零件 起子頭 T27 TORX Snap-on 起子系列
FTX27SE2,Snap-on T27 TORX® 短柄螺絲起子頭（僅刀頭）,550,0,Current,Snap-on 起子系列,,0,,FTX27SE2 Snap-on T27 TORX® 短柄螺絲起子頭（僅刀頭） Snap-on 起子系列
FTX30E,"Snap-on  3/8"" TORX® T30 星字起子套筒",1550,0,Current,Snap-on 起子系列,,0,,"FTX30E Snap-on  3/8"" TORX® T30 星字起子套筒 Snap-on 起子系列"
FTX30E2,Snap-on 零件 起子頭 T30 TORX,0,0,Current,Snap-on 起子系列,,0,,FTX30E2 Snap-on 零件 起子頭 T30 TORX Snap-on 起子系列
FTX30SE,"Snap-on 3/8"" T30 TORX®短起子套筒",1400,0,Current,Snap-on 套筒系列,,0,,"FTX30SE Snap-on 3/8"" T30 TORX®短起子套筒 Snap-on 套筒系列"
FTX30SE2,Snap-on T30 TORX® 短柄螺絲起子頭（僅刀頭）,550,0,Current,Snap-on 起子系列,,0,,FTX30SE2 Snap-on T30 TORX® 短柄螺絲起子頭（僅刀頭） Snap-on 起子系列
FTX40E,"Snap-on  3/8"" TORX® T40 星字起子套筒",1600,0,Current,Snap-on 套筒系列,,0,,"FTX40E Snap-on  3/8"" TORX® T40 星字起子套筒 Snap-on 套筒系列"
FTX40E2,Snap-on 零件 起子頭 T40 TORX®,600,0,Current,Snap-on 起子系列,,0,,FTX40E2 Snap-on 零件 起子頭 T40 TORX® Snap-on 起子系列
FTX40SE,"Snap-on 3/8"" 三分六角套筒 FTX40SE",1430,0,Current,Snap-on 套筒系列,,0,,"FTX40SE Snap-on 3/8"" 三分六角套筒 FTX40SE Snap-on 套筒系列"
FTX40SE2,Snap-on 零件 T40 六角鑽頭 FTX40SE2,550,0,Current,Snap-on 零件,,0,,FTX40SE2 Snap-on 零件 T40 六角鑽頭 FTX40SE2 Snap-on 零件
FTX40TPE2,Snap-on 零件 40IP TORX Plus®起子頭,550,0,Current,Snap-on 零件,,0,,FTX40TPE2 Snap-on 零件 40IP TORX Plus®起子頭 Snap-on 零件
FTX45E,"Snap-on  3/8"" TORX® T45 星字起子套筒",1655,0,Current,Snap-on 套筒系列,,0,,"FTX45E Snap-on  3/8"" TORX® T45 星字起子套筒 Snap-on 套筒系列"
